EXPLORER_RMB                  
CABINET,FOLDER_NUMBER,RMB_NUMBER,TYPE,NAME,DESCRIPTION,GROUP_ID,ORDER_NUMBER,PARENT_NUMBER,CONTEXT_ROUTINE,CONTEXT_LIBRARY,CONTEXT_FIELD,CONTEXT_OPERATOR,CONTEXT_VALUE,ALLOW_MULTIPLE,ON_TREE,REFRESH,MENUPROC,USING,LOCK_REQUIRED,ON_NAVBAR,ON_GRID,BEGIN_GROUP,ONLY_COMMITTED,NAME_DE,DESCRIPTION_DE
"TABLE_DETAILS","243","2","ITEM","Move Inventory","Move Inventory to a different location",,"2","0",,,"DISPOSAL_COMPLETED","4","T","TRUE","FALSE","TRUE","28809","LOC_GUID","FALSE","TRUE","TRUE","FALSE","FALSE","Inventar verschieben","Move Inventory to a different location"
"TABLE_DETAILS","243","3","ITEM","Manual Allocation","Manual Allocation",,"3","0",,,"DISPOSAL_COMPLETED","4","T","FALSE","FALSE","TRUE","28808","LOC_GUID","FALSE","TRUE","TRUE","FALSE","FALSE","Manuelle Entnahme","Manual Allocation"
"TABLE_DETAILS","243","4","ITEM","Reconcile Inventory","Reconcile Study Inventory",,"4","0",,,"DISPOSAL_COMPLETED","4","T","FALSE","FALSE","TRUE","28843","LOC_GUID","FALSE","TRUE","TRUE","FALSE","FALSE","Inventar korrigieren","Reconcile Study Inventory"
"TABLE_DETAILS","243","5","ITEM","Display Study Storage","Display Stability Study Storage",,"5","0",,,,,,"FALSE","FALSE","FALSE","28804","PARENT_STORAGE","FALSE","TRUE","TRUE","FALSE","FALSE","Inventar anzeigen","Display Stability Study Storage"
"TABLE_DETAILS","243","6","ITEM","Relocate Inventory","Relocate Inventory to another location",,"6","0",,,"DISPOSAL_COMPLETED","4","T","FALSE","FALSE","TRUE","28802","LOC_GUID","FALSE","TRUE","TRUE","FALSE","FALSE","Inventar umlagern","Relocate Inventory to another location"
"TABLE_DETAILS","243","7","SEPARATOR","<Separator>",,,"7","0",,,,,,"FALSE","FALSE","FALSE","0",,"FALSE","TRUE","TRUE","FALSE","FALSE","<Separator>",
"TABLE_DETAILS","243","8","ITEM","Print Storage Label","Print Stability Study Storage Label",,"8","0",,,,,,"TRUE","FALSE","FALSE","28801","LOC_GUID","FALSE","TRUE","TRUE","FALSE","FALSE","Einlagerungsetikett drucken","Print Stability Study Storage Label"
"TABLE_DETAILS","244","1","ITEM","Assign Sample","Assign Sample to Initial Pull",,"1","0",,,"SAMPLE_LOGIN_TYPE","1","ASSIGN","FALSE","FALSE","TRUE","28844",,"FALSE","FALSE","TRUE","FALSE","FALSE","Probe zuweisen","Assign Sample to Initial Pull"
"TABLE_DETAILS","244","2","ITEM","Login Sample","Login Stability Sample",,"2","0",,,"PULL_STATUS","1","P","TRUE","FALSE","FALSE","28846",,"FALSE","TRUE","TRUE","FALSE","FALSE","Probe anmelden","Login Stability Sample"
"TABLE_DETAILS","244","3","ITEM","Login Missed Sample","Login Missed Stability Sample",,"3","0",,,"PULL_STATUS","1","M","TRUE","FALSE","FALSE","28879",,"FALSE","TRUE","TRUE","FALSE","FALSE","Verpasste Probe anmelden","Login Missed Stability Sample"
"TABLE_DETAILS","246","1","ITEM","Start Linked Study","Start Linked Stability Study",,"1","0",,,"LINK_STATUS","1","P","TRUE","FALSE","FALSE","28848",,"FALSE","TRUE","TRUE","FALSE","FALSE","Unterstudie starten","Start Linked Stability Study"
"TABLE_DETAILS","247","1","GROUP","Event",,,"1","0",,,,,,"FALSE","FALSE","FALSE","0",,"FALSE","TRUE","TRUE","FALSE","FALSE","Ereignis",
"TABLE_DETAILS","247","2","ITEM","Execute","Execute Stability Event",,"2","1",,,"EventStatus","1","P","FALSE","FALSE","FALSE","28849","CELL_ITEM_ID","FALSE","TRUE","TRUE","FALSE","FALSE","Eregins ausführen","Execute Stability Event"
"TABLE_DETAILS","247","3","ITEM","Complete","Complete Stability Event",,"3","1",,,"EventStatus","10","P, E","FALSE","FALSE","FALSE","28854","CELL_ITEM_ID","FALSE","TRUE","TRUE","FALSE","FALSE","Fertigstellen","Complete Stability Event"
